show_id,name,type,language,genres,status,runtime,average_runtime,premiered,ended,official_site,rating_average,network_name,country_name,country_code,summary,premiere_year,premiere_month,is_ended,show_age,genre_count,summary_word_count,summary_character_count,sentence_count,average_sentence_length,average_word_length,summary_keywords,sentiment_score,sentiment_label,summary_topic,episode_count,episode_count_category,rating_category,content_cluster,pca_component_1,pca_component_2
44,Scorpion,Scripted,English,"Drama, Action, Thriller",Ended,60.0,60.0,2014-09-22,2018-04-16,http://www.cbs.com/shows/scorpion/,7.3,CBS,United States,US,"Scorpion, inspired by a true story, is a high-octane drama about eccentric genius Walter O'Brien and his team of brilliant misfits who comprise the last line of defense against complex, high-tech threats of the modern age. As Homeland Security's new think tank, O'Brien's ""Scorpion"" team includes Toby Curtis an expert behaviorist who can read anyone; Happy Quinn, a mechanical prodigy; and Sylvester Dodd, a statistics guru. Pooling their extensive technological knowledge to solve mind-boggling predicaments amazes federal agent Cabe Gallo, who shares a harrowing history with O'Brien. However, while this socially awkward group is comfortable with each other's humor and quirks, life outside their circle confounds them, so they rely on Paige Dineen, who has a young, gifted son, to translate the world for them. At last, these nerdy masterminds have found the perfect job: a place where they can apply their exceptional brainpower to solve the nation's crises, while also helping each other learn how to fit in.",2014,9,True,12,3,159,1015,5,31.8,4.86,"brien, scorpion, last, team, solve",0.2287157287157287,Positive,2,93,Long,High,2,2.39002170033347,-0.7147582943731973
45,NCIS: New Orleans,Scripted,English,"Drama, Crime",Ended,60.0,60.0,2014-09-23,2021-05-23,http://www.cbs.com/shows/ncis-new-orleans/,7.5,CBS,United States,US,"NCIS: New Orleans is a drama about the local field office that investigates criminal cases involving military personnel in The Big Easy, a city known for its music, entertainment and decadence. Leading the team is Special Agent Dwayne Pride, a.k.a. ""King,"" a native of New Orleans who is driven by his need to do what is right. Working with Pride is Special Agent Christopher LaSalle, who plays hard but works harder and former ATF agent Sonja Percy, who is still adjusting to the team after years of solo undercover assignments. Supporting them is coroner Dr. Loretta Wade, who is as eccentric as she is smart; her brilliant, quirky Forensic Scientist, Sebastian Lund; and Investigative Computer Specialist Patton Plame, an animated and talented hacker. New to the team is Special Agent Tammy Gregorio, a tough, acerbic FBI agent with a mysterious past in New Orleans, who is sent from D.C. to investigate the NCIS team, but also work with Pride when high-risk cases threaten the city. This colorful city that harbors a dark side is a magnet for service personnel on leave, and when overindulgence is followed by trouble, Pride's team is at its best",2014,9,True,12,2,194,1150,12,16.42,4.64,"agent, team, pride, city, orleans",0.13171244464347912,Positive,2,155,Long,High,2,2.8190741975068896,-1.2848276331157082
46,Forever,Scripted,English,"Drama, Crime, Supernatural",Ended,60.0,60.0,2014-09-22,2015-05-05,http://abc.go.com/shows/forever,8.1,ABC,United States,US,"Doctor Henry Morgan, New York City's star medical examiner, has a secret. He doesn't just study the dead to solve criminal cases, he does it to solve the mystery that has eluded him for 200 years - the answer to his own inexplicable immortality. This long life has given Henry remarkable observation skills which impresses his new partner, Detective Jo Martinez. Each week, a new case and their budding friendship will reveal layers of Henry's long and colorful past. Only his best friend and confidant, Abe knows Henry's secret.",2014,9,True,12,3,89,529,5,17.8,4.64,"henry, solve, long, secret, budding",0.04494949494949494,Neutral,4,22,Medium,High,2,0.8949891507541271,0.5499000151520425
47,Witches of East End,Scripted,English,"Drama, Fantasy, Romance",Ended,60.0,60.0,2013-10-06,2014-10-05,Not Available,7.5,Lifetime,United States,US,"Based on Melissa de la Cruz's best-selling novel, Witches of East End centers on the mysterious Beauchamp family who live in the secluded seaside town of East End. Free-spirited artist Joanna Beauchamp is the mother of wild-child bartender Freya and shy librarian Ingrid, who are both gifted -- and cursed -- with a magic birthright, of which they are unaware. Freya notices bizarre occurrences in her life when she inexplicably finds herself drawn to the troubled brother of her wealthy fiance. But it isn't until Joanna's estranged sister appears with a warning that could change the family's fate that the matriarch must reveal to her daughters that they are immortal witches with untapped powers, a revelation that turns their small-town life upside down.",2013,10,True,13,3,123,759,4,30.75,4.78,"life, witches, town, freya, family",0.025528007346189166,Neutral,0,23,Medium,High,2,1.593438639842845,-0.0823030198559385
48,Madam Secretary,Scripted,English,Drama,Ended,60.0,60.0,2014-09-21,2019-12-08,http://www.cbs.com/shows/madam-secretary/,7.7,CBS,United States,US,"Madam Secretary follows Elizabeth McCord, the shrewd, determined, newly appointed Secretary of State who drives international diplomacy, battles office politics and circumvents protocol as she negotiates global and domestic issues, both at the White House and at home. A college professor and a brilliant former CIA analyst who left for ethical reasons, Elizabeth returns to public life at the request of the President following the suspicious death of her predecessor. The President values her apolitical leanings, her deep knowledge of the Middle East, her flair for languages and her ability to not just think outside the box, but to not even acknowledge there is a box.",2014,9,True,12,1,106,673,3,35.33,5.25,"secretary, elizabeth, president, values, left",0.08831168831168831,Positive,0,120,Long,High,2,0.9285969118078969,-0.15543027578808116
49,Brooklyn Nine-Nine,Scripted,English,"Comedy, Action, Crime",Ended,30.0,30.0,2013-09-17,2021-09-16,https://www.nbc.com/brooklyn-nine-nine,8.1,NBC,United States,US,"Brooklyn Nine-Nine is an ensemble comedy about a talented-but-carefree detective, a by-the-book police captain and their precinct colleagues. While based in the workplace, Brooklyn Nine-Nine is not really about the job – it's about the men and women behind the badge.",2013,9,True,13,3,41,267,2,20.5,4.57,"nine, brooklyn, behind, women, really",-0.25,Negative,2,153,Long,High,0,-1.5245856513299307,-0.5625160598469463
50,The Lottery,Scripted,English,"Drama, Science-Fiction, Thriller",Ended,60.0,60.0,2014-07-20,2014-09-28,Not Available,6.5,Lifetime,United States,US,"Set within a dystopian future driven by a global fertility crisis, The Lottery reveals a world staring down the barrel of impending extinction as women have mysteriously stopped bearing children. After years of research, Dr. Alison Lennon and her team remarkably fertilize 100 embryos. However, her victory is short-lived when the Director of the U.S. Fertility Commission, Darius Hayes, takes government control of the lab and informs the President of the monumental scientific breakthrough. To determine which women will carry the prized embryos to term, Chief of Staff Vanessa Keller convinces the President to hold a national lottery and a battle over the control of the 100 embryos begins.",2014,7,True,12,3,109,694,7,15.71,5.19,"embryos, fertility, lottery, control, president",0.11888888888888889,Positive,3,10,Short,Medium,1,1.283005367138153,-0.07098476364953572
51,The Knick,Scripted,English,"Drama, Medical",Ended,60.0,60.0,2014-08-08,2015-12-18,http://www.cinemax.com/the-knick/,8.3,Cinemax,United States,US,"New York City, 1900: The Knickerbocker Hospital is home to groundbreaking surgeons, nurses and staff who push the boundaries of medicine in a time of astonishingly high mortality rates and zero antibiotics. The newly appointed leader of the surgery staff is the brilliant, arrogant renegade Dr. John Thackery, whose addiction to cocaine and opium is trumped only by his ambition for medical discovery and renown among his peers. Into the all-white staff and patient hospital comes the equally gifted Harvard graduate Dr. Algernon Edwards, who must fight for respect while trying to navigate the racially charged city. Trying to maintain its reputation for quality care while realizing a profit, the Knickerbocker makes an effort to attract wealthy clientele, while literally struggling to keep the lights on.",2014,8,True,12,2,126,808,6,21.0,5.27,"staff, knickerbocker, hospital, city, trying",0.2915909090909091,Positive,4,20,Medium,High,2,1.6307331025887657,-0.23899481105098397
52,How to Get Away with Murder,Scripted,English,"Drama, Thriller, Legal",Ended,60.0,60.0,2014-09-25,2020-05-14,http://abc.go.com/shows/how-to-get-away-with-murder,7.5,ABC,United States,US,"The brilliant, charismatic and seductive Professor Annalise Keating gets entangled with four law students from her class, How to Get Away with Murder. Little do they know that they will have to apply what they learned to real life, in this masterful, sexy, suspense-driven legal thriller.",2014,9,True,12,3,46,288,2,23.0,5.0,"brilliant, little, legal, driven, suspense",0.4446428571428571,Positive,4,90,Long,High,2,-0.05951620251387978,1.1147512002242796
53,Nashville,Scripted,English,"Drama, Music, Romance",Ended,60.0,60.0,2012-10-10,2018-07-26,http://www.cmt.com/shows/nashville/,7.4,CMT,United States,US,"Nashville is set against the backdrop of the city's music scene and follows Rayna Jaymes and Juliette Barnes. Both women face personal and professional challenges as they navigate their paths as artists and individuals. Surrounding them, and often complicating their lives, are their family, friends and, in some cases, lovers, as well as the up-and-coming performers and songwriters trying to get ahead in the business. Music City can mean so many things to different people. In Nashville, musicians and songwriters are at the heart of the storm driven by their own ambitions. Some are fueled by their creativity and passion for fame. Others struggle to cope with the pressures of success and are doing everything in their power to stay on top.",2012,10,True,14,3,122,745,7,17.43,4.86,"nashville, music, songwriters, city, power",0.2109375,Positive,4,124,Long,High,2,1.4813392379461945,-0.02415266593372929
54,Legends,Scripted,English,"Drama, Crime, Thriller",Ended,60.0,60.0,2014-08-13,2015-12-28,http://www.tntdrama.com/shows/legends.html,7.5,TNT,United States,US,"Sean Bean stars in Legends, a suspense-filled drama based on the award-winning book by master spy novelist Robert Littell. Bean plays Martin Odum, an undercover agent working for the FBI's Deep Cover Operations (DCO) division. Martin has the uncanny ability to transform himself into a completely different person for each job. But he begins to question his own identity when a mysterious stranger suggests that Martin isn't the man he believes himself to be.",2014,8,True,12,3,74,459,4,18.5,4.79,"martin, bean, working, deep, cover",0.15,Positive,2,20,Medium,High,2,0.5708928826315288,0.6595371084200664
55,Red Band Society,Scripted,English,"Drama, Comedy",Ended,60.0,60.0,2014-09-17,2015-02-07,https://web.archive.org/web/20170615064321/http://www.fox.com/red-band-society,7.7,FOX,United States,US,"What if a hospital was your high school, boarding school and summer camp rolled into one? What if it was the place where you fell in love for the first time and made friendships that lasted a lifetime? And what if it was all weirdly hilarious and the most fun you ever had in your entire life? This is the world of Red Band Society.",2014,9,True,12,2,65,332,4,16.25,4.05,"school, hospital, friendships, band, world",0.27625,Positive,3,13,Medium,High,2,0.11182987740287251,0.7420997560233368
56,Chicago P.D.,Scripted,English,"Drama, Crime",Running,60.0,60.0,2014-01-08,,https://www.nbc.com/chicago-pd,8.0,NBC,United States,US,"District 21 of the Chicago Police Department is made up of two distinctly different groups. There are the uniformed cops who patrol the beat and go head to head with the city's street crimes. And there's the Intelligence Unit, the team that combats the city's major offenses - organized crime, drug trafficking, high profile murders and beyond. These are their stories.",2014,1,False,12,2,61,369,4,15.25,4.77,"head, city, district, unit, beyond",0.07416666666666667,Positive,2,264,Very Long,High,2,0.029856142457744504,0.8487999257890461
